1;41.14996;-8.614044;-0.1503434;0.7182022
2;41.14993;-8.614813;-0.1503568;0.7182017
3;41.15299;-8.612018;-0.1503081;0.7182552
4;41.1536;-8.611996;-0.1503077;0.7182658
5;41.14837;-8.61437;-0.1503491;0.7181746
6;41.14795;-8.612149;-0.1503104;0.7181672
7;41.14788;-8.611281;-0.1502952;0.718166
8;41.14784;-8.610926;-0.150289;0.7181653
9;41.1488;-8.612135;-0.1503101;0.718182
10;41.14717;-8.612186;-0.150311;0.7181537
11;41.14755;-8.613368;-0.1503316;0.7181602
12;41.14599;-8.612215;-0.1503115;0.718133
13;41.15007;-8.617771;-0.1504085;0.7182041
14;41.15071;-8.621094;-0.1504665;0.7182155
15;41.15168;-8.621293;-0.1504699;0.7182322
16;41.14937;-8.622926;-0.1504984;0.718192
17;41.14964;-8.620875;-0.1504627;0.7181967
18;41.14745;-8.620352;-0.1504535;0.7181585
19;41.15073;-8.614271;-0.1503474;0.7182157
20;41.14916;-8.614964;-0.1503595;0.7181883
21;41.14859;-8.615614;-0.1503708;0.7181784
22;41.14777;-8.620502;-0.1504561;0.7181641
23;41.14762;-8.620204;-0.1504509;0.7181615
24;41.1492;-8.61045;-0.1502807;0.7181891
25;41.14604;-8.620148;-0.15045;0.7181339
26;41.14637;-8.617693;-0.1504071;0.7181396
27;41.14588;-8.613521;-0.1503343;0.7181311
28;41.14548;-8.615565;-0.15037;0.718124
29;41.14603;-8.613873;-0.1503404;0.7181337
30;41.14495;-8.617328;-0.1504007;0.7181149
31;41.14519;-8.610891;-0.1502884;0.718119
32;41.14849;-8.619493;-0.1504385;0.7181767
33;41.14861;-8.619337;-0.1504358;0.7181786
34;41.1485;-8.618353;-0.1504186;0.7181768
35;41.14847;-8.618287;-0.1504175;0.7181762
36;41.14801;-8.618095;-0.1504141;0.7181683
37;41.14726;-8.617018;-0.1503953;0.7181552
38;41.14717;-8.6163;-0.1503828;0.7181535
39;41.14718;-8.616215;-0.1503813;0.7181538
40;41.1449;-8.611736;-0.1503032;0.718114
41;41.14559;-8.62389;-0.1505153;0.7181261
42;41.1462;-8.6141;-0.1503444;0.7181366
43;41.14659;-8.614741;-0.1503556;0.7181435
44;41.14764;-8.613749;-0.1503383;0.7181618
45;41.14531;-8.613358;-0.1503315;0.7181211
46;41.14578;-8.613555;-0.1503349;0.7181294
47;41.14524;-8.613586;-0.1503354;0.7181199
48;41.14739;-8.608653;-0.1502493;0.7181575
49;41.14754;-8.609353;-0.1502616;0.7181601
50;41.14772;-8.620051;-0.1504483;0.7181631
51;41.14788;-8.619653;-0.1504413;0.7181659
52;41.14719;-8.615245;-0.1503644;0.718154
53;41.14807;-8.618356;-0.1504187;0.7181693
54;41.14827;-8.615893;-0.1503757;0.7181728
55;41.14743;-8.620568;-0.1504573;0.7181581
56;41.14929;-8.611199;-0.1502938;0.7181906
57;41.14537;-8.61459;-0.150353;0.7181221
58;41.14565;-8.613503;-0.150334;0.718127
59;41.14486;-8.613845;-0.15034;0.7181133
60;41.14392;-8.615019;-0.1503605;0.7180969
61;41.14361;-8.615189;-0.1503634;0.7180914
62;41.14332;-8.615434;-0.1503677;0.7180864
63;41.14324;-8.615486;-0.1503686;0.7180851
64;41.14311;-8.615649;-0.1503714;0.7180828
65;41.14297;-8.615945;-0.1503766;0.7180803
66;41.14293;-8.616122;-0.1503797;0.7180796
67;41.14292;-8.616286;-0.1503826;0.7180794
68;41.14293;-8.616579;-0.1503877;0.7180795
69;41.14297;-8.616913;-0.1503935;0.7180803
70;41.14308;-8.61717;-0.150398;0.7180822
71;41.14311;-8.617342;-0.150401;0.7180827
72;41.14484;-8.616876;-0.1503928;0.718113
73;41.14917;-8.617542;-0.1504045;0.7181886
74;41.14794;-8.618079;-0.1504139;0.7181671
75;41.15012;-8.614793;-0.1503565;0.7182051
76;41.14801;-8.615174;-0.1503632;0.7181683
77;41.14852;-8.614972;-0.1503596;0.7181771
78;41.14911;-8.617705;-0.1504073;0.7181875
79;41.14977;-8.611247;-0.1502946;0.718199
80;41.14976;-8.611112;-0.1502922;0.7181988
81;41.14977;-8.610429;-0.1502803;0.7181989
82;41.14697;-8.613573;-0.1503352;0.71815
83;41.1454;-8.615728;-0.1503728;0.7181227
84;41.1449;-8.615485;-0.1503686;0.718114
85;41.14318;-8.61552;-0.1503692;0.718084
86;41.14488;-8.615161;-0.1503629;0.7181137
87;41.1449;-8.61488;-0.150358;0.718114
88;41.14502;-8.614321;-0.1503483;0.7181161
89;41.14431;-8.614497;-0.1503513;0.7181037
90;41.14488;-8.61499;-0.1503599;0.7181136
91;41.14614;-8.618818;-0.1504268;0.7181356
92;41.14608;-8.618615;-0.1504232;0.7181346
93;41.14602;-8.618589;-0.1504228;0.7181335
94;41.14532;-8.618406;-0.1504196;0.7181214
95;41.14566;-8.62012;-0.1504495;0.7181272
96;41.14606;-8.619408;-0.150437;0.7181342
97;41.14484;-8.623484;-0.1505082;0.718113
98;41.14447;-8.61426;-0.1503472;0.7181066
99;41.14544;-8.614285;-0.1503477;0.7181234
100;41.14505;-8.614225;-0.1503466;0.7181166
101;41.14998;-8.613142;-0.1503277;0.7182026
102;41.15048;-8.611148;-0.1502929;0.7182114
103;41.15003;-8.612991;-0.1503251;0.7182035
104;41.15005;-8.611097;-0.150292;0.7182038
105;41.14988;-8.611205;-0.1502939;0.7182009
106;41.15033;-8.610877;-0.1502881;0.7182087
107;41.15027;-8.612099;-0.1503095;0.7182077
108;41.1446;-8.621814;-0.150479;0.7181088
109;41.14753;-8.621332;-0.1504706;0.7181598
110;41.14771;-8.62046;-0.1504554;0.7181631
111;41.14767;-8.620367;-0.1504538;0.7181624
112;41.1475;-8.62031;-0.1504528;0.7181594
113;41.14718;-8.61742;-0.1504024;0.7181538
114;41.14673;-8.617576;-0.1504051;0.718146
115;41.14302;-8.615801;-0.1503741;0.7180812
116;41.14826;-8.614397;-0.1503496;0.7181726
117;41.14827;-8.612989;-0.150325;0.7181728
118;41.14835;-8.614117;-0.1503447;0.7181743
119;41.14803;-8.612287;-0.1503128;0.7181685
120;41.14795;-8.613166;-0.1503281;0.7181672
121;41.14828;-8.613128;-0.1503274;0.7181729
122;41.14771;-8.620144;-0.1504499;0.718163
123;41.14756;-8.62015;-0.15045;0.7181605
124;41.14743;-8.620359;-0.1504537;0.7181582
125;41.14791;-8.619776;-0.1504435;0.7181665
126;41.14804;-8.618814;-0.1504267;0.7181689
127;41.1475;-8.620217;-0.1504512;0.7181594
128;41.14821;-8.61308;-0.1503266;0.7181717
129;41.14808;-8.618567;-0.1504224;0.7181695
130;41.1477;-8.620008;-0.1504475;0.7181628
131;41.1482;-8.612966;-0.1503246;0.7181716
132;41.14784;-8.6196;-0.1504404;0.7181653
