210328149;224;871;
210328149;871;879;
210328149;879;227;
210831460;224;857;
210831460;857;229;
210831460;229;779;
211337863;240;246;
211337863;246;244;
211337863;244;28;
211337875;242;251;
211337875;251;248;
211337875;248;247;
211337875;247;250;
211337875;250;243;
211337875;243;245;
211436103;259;83;
211436103;83;774;
211436103;774;28;
215135703;264;274;
215135703;274;268;
215135703;268;272;
215135703;272;862;
215135703;862;270;
215135703;270;271;
215135703;271;269;
215135703;269;267;
215162241;280;279;
215162241;279;278;
215162241;278;282;
215162241;282;863;
215162241;863;285;
215162241;285;286;
215162241;286;277;
215162241;277;276;
215162243;8;864;
215162243;864;7;
215194131;309;44;
215194131;44;11;
215200349;119;295;
215200349;295;117;
215200349;117;121;
215200352;296;293;
215200352;293;294;
215200352;294;292;
215200352;292;290;
215200352;290;291;
215200352;291;789;
215200352;789;715;
215200352;715;295;
215210562;42;43;
215210562;43;314;
215210562;314;315;
215210562;315;312;
215210562;312;335;
215210562;335;569;
215210562;569;568;
215210562;568;313;
215301975;314;325;
215301975;325;333;
215301975;333;334;
215301975;334;319;
215301975;319;317;
215301975;317;320;
215301975;320;338;
215301975;338;322;
215301975;322;323;
215301975;323;321;
215301977;321;313;
215301977;313;329;
215301977;329;316;
215301977;316;164;
215301978;332;324;
215301978;324;781;
215301978;781;330;
215301978;330;339;
215301978;339;337;
215301978;337;318;
215301978;318;326;
215301978;326;327;
215301979;28;328;
215301979;328;336;
215301979;336;331;
215309515;341;340;
215331280;348;869;
215331280;869;360;
215331280;360;362;
215331280;362;363;
215331280;363;355;
215331281;38;358;
215331281;358;350;
215331281;350;352;
215331282;113;814;
215331282;814;353;
215331282;353;356;
215331282;356;351;
215331282;351;361;
215331285;355;364;
215331285;364;359;
215331285;359;357;
215331285;357;39;
215605435;527;800;
215605435;800;802;
215605435;802;400;
215605435;400;369;
215605435;369;374;
215605436;372;787;
215605436;787;370;
215605436;370;375;
215605437;375;376;
216483076;698;379;
216891255;235;532;
216891255;532;230;
216891255;230;40;
216969809;164;52;
216969809;52;346;
216969809;346;167;
216969809;167;348;
216969809;348;870;
216969809;870;354;
216969809;354;347;
216969809;347;166;
216969809;166;39;
216972581;56;284;
216972581;284;287;
216972581;287;766;
216972581;766;7;
216972581;7;280;
216972581;280;776;
216972581;776;267;
216972801;267;273;
216972801;273;838;
216972801;838;265;
216972801;265;839;
216972801;839;828;
216972801;828;266;
216972801;266;840;
216972801;840;264;
217628814;522;795;
217628814;795;95;
217628815;522;796;
217628815;796;96;
218011414;394;396;
218011414;396;397;
218011414;397;395;
218011414;395;392;
218011414;392;389;
218011414;389;398;
218011414;398;390;
218011414;390;391;
218011414;391;393;
218011414;393;399;
218011855;526;807;
218011855;807;399;
218011855;399;401;
218012128;376;422;
218012128;422;373;
218012128;373;374;
218012130;374;405;
218012130;405;411;
218012130;411;403;
218012130;403;402;
218012130;402;413;
218012130;413;412;
218012130;412;409;
218012130;409;410;
218012130;410;408;
218012130;408;406;
218012130;406;404;
218012130;404;407;
218012360;369;414;
218012360;414;415;
218014836;785;786;
218014836;786;419;
218014836;419;418;
218014836;418;417;
218014836;417;420;
218014837;420;416;
218014923;427;424;
218014923;424;428;
218014923;428;425;
218014923;425;429;
218014925;426;427;
218014926;422;805;
218014929;400;430;
218014929;430;460;
218014929;460;421;
218014929;421;426;
218015835;371;801;
218015835;801;803;
218015835;803;441;
218015835;441;455;
218015835;455;438;
218015835;438;431;
218015835;431;453;
218015835;453;456;
218015835;456;442;
218015835;442;437;
218015835;437;447;
218015835;447;454;
218015835;454;434;
218015835;434;451;
218015835;451;432;
218015835;432;449;
218015835;449;448;
218015835;448;450;
218015835;450;444;
218015835;444;440;
218015835;440;439;
218015835;439;445;
218015835;445;433;
218015835;433;452;
218015835;452;435;
218015835;435;446;
218015835;446;436;
218015835;436;443;
218016617;477;463;
218016617;463;464;
218016617;464;483;
218016617;483;482;
218016619;462;474;
218016619;474;479;
218016619;479;477;
218016619;477;473;
218016619;473;475;
218016619;475;480;
218016619;480;465;
218016619;465;457;
218016619;457;470;
218016619;470;460;
218016620;474;478;
218016620;478;468;
218016620;468;472;
218016620;472;469;
218016620;469;461;
218016620;461;458;
218016620;458;466;
218016621;471;462;
218016622;454;481;
218016622;481;476;
218016622;476;459;
218016622;459;467;
218016622;467;471;
218019037;525;788;
218019037;788;503;
218019037;503;501;
218019037;501;505;
218019037;505;488;
218019037;488;514;
218019037;514;487;
218019037;487;502;
218019037;502;494;
218019037;494;486;
218019037;486;493;
218019037;493;491;
218019037;491;490;
218019037;490;499;
218019037;499;484;
218019037;484;508;
218019037;508;497;
218019037;497;495;
218019037;495;492;
218019037;492;498;
218019037;498;510;
218019037;510;500;
218019037;500;504;
218019037;504;507;
218019037;507;489;
218019037;489;506;
218019037;506;509;
218019037;509;496;
218019037;496;485;
218019037;485;512;
218019037;512;521;
218019037;521;513;
218019037;513;518;
218019037;518;516;
218019037;516;520;
218019037;520;515;
218019037;515;519;
218019037;519;511;
218019037;511;517;
218019037;517;514;
218020117;25;522;
223780992;532;844;
223780992;844;845;
223780992;845;533;
227888232;181;541;
227888232;541;544;
227888232;544;543;
227888232;543;546;
227888232;546;545;
227888233;182;540;
227888233;540;547;
227888233;547;546;
227888233;546;79;
227888235;539;540;
227888628;176;551;
227888628;551;555;
227888628;555;549;
227888748;80;550;
227888748;550;557;
227888748;557;180;
227888748;180;81;
227888748;81;553;
227888748;553;178;
227888748;178;548;
229184974;559;103;
229194693;561;731;
229194693;731;103;
229194693;103;730;
229194693;730;101;
229278901;77;820;
229278901;820;819;
229278901;819;572;
229319074;733;732;
229319074;732;734;
229784702;603;588;
229784702;588;617;
229784702;617;585;
229784702;585;352;
229784704;823;822;
229784704;822;583;
229784704;583;597;
229784704;597;615;
229784704;615;589;
229784705;597;612;
229784705;612;610;
229784705;610;599;
229784705;599;586;
229784705;586;618;
229784705;618;590;
229784705;590;592;
229784705;592;623;
229784705;623;602;
229784705;602;616;
229784705;616;601;
229784705;601;606;
229784705;606;582;
229784709;593;598;
229784709;598;607;
229784709;607;584;
229784709;584;611;
229784709;611;591;
229784709;591;604;
229784709;604;622;
229784709;622;611;
229784712;600;619;
229784713;619;593;
229784714;598;595;
229784714;595;596;
229784714;596;608;
229784714;608;594;
229784714;594;614;
229784714;614;605;
229784714;605;620;
229784714;620;587;
229784714;587;607;
229784715;588;621;
229784715;621;609;
229784715;609;613;
229784716;603;600;
229802211;648;646;
229802211;646;633;
229816562;172;649;
229816562;649;648;
229817535;346;653;
229817535;653;652;
229817535;652;654;
229817535;654;651;
229817535;651;655;
229818921;633;637;
229818921;637;21;
233006425;73;667;
233006425;667;669;
233006425;669;78;
233006425;78;664;
233006425;664;823;
233006425;823;668;
233006425;668;223;
233006425;223;35;
233007929;664;666;
233007929;666;665;
233026842;670;672;
233026843;671;670;
233055818;53;153;
233055818;153;132;
233055818;132;134;
233055818;134;130;
233055818;130;123;
233055818;123;127;
233055818;127;124;
233055818;124;55;
233057240;681;683;
233057240;683;679;
233057240;679;825;
233057240;825;682;
233057240;682;824;
233057240;824;680;
233098267;684;685;
252518644;41;794;
252518644;794;699;
252518644;699;700;
252518644;700;797;
252518644;797;25;
258853578;702;159;
258853578;159;785;
258853578;785;157;
258853578;157;806;
258853578;806;151;
258853578;151;156;
258853578;156;152;
258853578;152;804;
258853578;804;154;
258853578;154;701;
258853578;701;709;
258853578;709;704;
258853578;704;707;
258853578;707;708;
258853578;708;799;
258853578;799;706;
258853579;38;204;
258853579;204;37;
258853579;37;659;
258853579;659;352;
258853580;352;613;
258853580;613;343;
258853580;343;361;
258853580;361;757;
258853580;757;158;
258853581;702;703;
258853581;703;762;
258853581;762;705;
258853581;705;761;
258853581;761;186;
258853581;186;185;
258853581;185;25;
259888928;706;527;
259888928;527;371;
259888928;371;528;
259888928;528;758;
259888928;758;26;
280782604;723;722;
280782604;722;721;
280949034;725;724;
286006222;742;790;
286006222;790;743;
286006222;743;747;
286006222;747;745;
286006222;745;744;
286006222;744;741;
286006222;741;746;
304682487;12;710;
304682487;710;778;
304682487;778;234;
304682487;234;233;
304682487;233;232;
304682487;232;831;
304682487;831;235;
304684302;837;660;
304684302;660;880;
304684302;880;846;
304684302;846;834;
304684302;834;833;
304684302;833;530;
304684302;530;529;
307804459;779;228;
307804459;228;853;
307804459;853;855;
307804459;855;852;
307804459;852;856;
307804459;856;225;
307804460;774;241;
307804460;241;252;
307804460;252;240;
307804461;779;756;
307804461;756;763;
307804461;763;31;
332053100;805;423;
332930935;827;692;
332930938;826;691;
332930946;694;826;
332930946;826;827;
332930946;827;693;
337165204;6;829;
337165204;829;830;
349620089;755;31;
349620094;837;836;
349620094;836;835;
349620094;835;834;
374346169;627;650;
374346169;650;172;
374346170;172;628;
374346170;628;629;
374346170;629;632;
374346170;632;625;
374346170;625;633;
374346173;47;45;
385795791;756;531;
385795791;531;837;
386286205;848;847;
386286206;728;848;
386286206;848;729;
434857293;861;321;
434872534;264;841;
434872534;841;775;
434872534;775;276;
434872534;276;769;
434872534;769;8;
434872534;8;283;
434872534;283;536;
434872534;536;535;
434872534;535;281;
434872534;281;24;
448850568;839;878;
448850568;878;224;
484592257;858;881;
484592257;881;854;
484592257;854;853;
501277146;201;780;
501277146;780;753;
501277146;753;749;
501277146;749;136;
501277146;136;751;
501277146;751;754;
501277146;754;750;
501277146;750;752;
501277146;752;226;
501277146;226;138;
